token_hash,file_path,method_name,group_id,group_size,group_avg_similarity,is_deleted,high_similarity_count,medium_similarity_count,low_similarity_count,very_low_similarity_count,total_similar_methods,max_similarity,min_similarity,avg_similarity,std_similarity,median_similarity,similarity_range,high_similarity_ratio,connectivity_score
e9f77e315eacea46e6e5d37ac39c21a0,/app/Repos/pandas/asv_bench/benchmarks/gil.py,setup,1577,1,0.0,False,1,0,0,0,1,100.0,100.0,100.0,0.0,100.0,0.0,1.0,0.022222222222222223
e9f77e315eacea46e6e5d37ac39c21a0,/app/Repos/pandas/asv_bench/benchmarks/gil.py,setup,1577,1,0.0,False,1,0,0,0,1,100.0,100.0,100.0,0.0,100.0,0.0,1.0,0.022222222222222223
e00efb5de977c4dedc8ec3dc4fc95270,/app/Repos/pandas/asv_bench/benchmarks/gil.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
0f9995519b8fdd1a484688b326a9817b,/app/Repos/pandas/asv_bench/benchmarks/gil.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
92b864bc430ad08ca7c3ffe217111c78,/app/Repos/pandas/asv_bench/benchmarks/gil.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
c086b48330472c17b70739dde2a8324e,/app/Repos/pandas/asv_bench/benchmarks/frame_ctor.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
a6bacd711fd43d4f3af0ecc7bb57c78f,/app/Repos/pandas/asv_bench/benchmarks/frame_ctor.py,get_period_count,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
74b4531c354525e51d02b8cd1c910b9c,/app/Repos/pandas/asv_bench/benchmarks/binary_ops.py,setup,581,2,72.0,False,0,1,0,0,1,72.0,72.0,72.0,0.0,72.0,0.0,0.0,0.022222222222222223
aca2dfa328bca52f6802dcf9e5522533,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,65,7,83.28571428571429,False,1,1,0,0,2,85.0,77.0,81.0,4.0,81.0,8.0,0.5,0.044444444444444446
bfae703248241eda1beadf1f706f2be5,/app/Repos/pandas/asv_bench/benchmarks/binary_ops.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
38f2252cc80ce61697c064eb059deaa8,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,65,7,83.28571428571429,False,1,0,0,0,1,85.0,85.0,85.0,0.0,85.0,0.0,1.0,0.022222222222222223
7adeb702faa71ef2162f348d4bf8acf9,/app/Repos/pandas/asv_bench/benchmarks/binary_ops.py,setup,309,3,81.5,False,1,1,0,0,2,87.0,76.0,81.5,5.5,81.5,11.0,0.5,0.044444444444444446
31d890ab5892cd354f6221858e6b752b,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,unpivot,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
413570c95352931189142609e5101d2b,/app/Repos/pandas/asv_bench/benchmarks/binary_ops.py,setup,309,3,81.5,False,1,0,0,0,1,87.0,87.0,87.0,0.0,87.0,0.0,1.0,0.022222222222222223
6e58fee60e6e69e7be2945fb03e2f8a8,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,65,7,83.28571428571429,False,8,0,0,0,8,85.0,81.0,82.5,1.9364916731037085,81.0,4.0,1.0,0.17777777777777778
c32cefdc3bf2cb37b5a051865dee3df3,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
e39eb1ca442758332ad3bf57aad2a1cd,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,65,7,83.28571428571429,False,2,1,0,0,3,85.0,77.0,81.66666666666667,3.39934634239519,83.0,8.0,0.6666666666666666,0.06666666666666667
ad638bde6f3d474062ee8831e55b7127,/app/Repos/pandas/asv_bench/benchmarks/reshape.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
2efe1bea2b889c4eaf9d83107ac09987,/app/Repos/pandas/asv_bench/benchmarks/frame_ctor.py,setup,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
08ee27bc4110e41ebb7940a05ff9ed82,/app/Repos/pandas/asv_bench/benchmarks/timedelta.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
db4bf6e053b239bf1a66c1c34fa5d350,/app/Repos/pandas/asv_bench/benchmarks/plotting.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
bebd13193ab3664ba0b39eb01f2fb5e3,/app/Repos/pandas/asv_bench/benchmarks/plotting.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
42dec3a0b5cf7fa6b025a23e01babd16,/app/Repos/pandas/asv_bench/benchmarks/timestamp.py,setup,694,2,79.0,False,0,1,0,0,1,79.0,79.0,79.0,0.0,79.0,0.0,0.0,0.022222222222222223
f342265e1be09cfd5fab923a19a19cb8,/app/Repos/pandas/asv_bench/benchmarks/hdfstore_bench.py,setup,128,5,82.83333333333333,False,0,2,0,0,2,76.0,76.0,76.0,0.0,76.0,0.0,0.0,0.044444444444444446
0809f9a322c977c7cef4161afe229979,/app/Repos/pandas/asv_bench/benchmarks/hdfstore_bench.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
5c3f3256485501756378e5535a51fcb1,/app/Repos/pandas/asv_bench/benchmarks/replace.py,setup,1576,1,0.0,True,1,0,0,0,1,100.0,100.0,100.0,0.0,100.0,0.0,1.0,0.022222222222222223
44450ce18e82c11a77b80c54ad4166c0,/app/Repos/pandas/asv_bench/benchmarks/replace.py,setup,573,2,80.0,False,1,0,0,0,1,80.0,80.0,80.0,0.0,80.0,0.0,1.0,0.022222222222222223
3fba6d54de054e58340e43f4b251b0da,/app/Repos/pandas/asv_bench/benchmarks/replace.py,setup,573,2,80.0,False,1,0,0,0,1,80.0,80.0,80.0,0.0,80.0,0.0,1.0,0.022222222222222223
5c3f3256485501756378e5535a51fcb1,/app/Repos/pandas/asv_bench/benchmarks/replace.py,setup,1576,1,0.0,True,1,0,0,0,1,100.0,100.0,100.0,0.0,100.0,0.0,1.0,0.022222222222222223
6b18f78bf6cddd44e5d6eafc592ec2aa,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
7145bb3ad3169227cc3fe6cd65150edf,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
d615e33db3cff59c059179cf94d5ac74,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,65,7,83.28571428571429,False,20,0,0,0,20,100.0,81.0,92.0,8.276472678623424,93.5,19.0,1.0,0.4444444444444444
6ebd9abb5f6d08539a0df63b123c2685,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,129,5,86.0,False,2,1,0,0,3,100.0,70.0,86.66666666666667,12.472191289246473,90.0,30.0,0.6666666666666666,0.06666666666666667
4defa5c8356165faceb83c8638284dda,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
ac17b7f9a0dbfbabab5d8720c4d7548f,/app/Repos/pandas/asv_bench/benchmarks/reindex.py,setup,129,5,86.0,False,2,1,0,0,3,100.0,70.0,86.66666666666667,12.472191289246473,90.0,30.0,0.6666666666666666,0.06666666666666667
fc924c8fa58859b93d2ece78e6dc088a,/app/Repos/pandas/asv_bench/benchmarks/index_object.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
efac225863e1618a90c410e05e2ea0da,/app/Repos/pandas/asv_bench/benchmarks/index_object.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
b661fba9d2b43811142330f3b45f7a35,/app/Repos/pandas/asv_bench/benchmarks/index_object.py,setup,5,27,78.91176470588235,False,0,1,0,0,1,73.0,73.0,73.0,0.0,73.0,0.0,0.0,0.022222222222222223
260b8760e2ffe9a9a1640e898bbd1286,/app/Repos/pandas/asv_bench/benchmarks/index_object.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
5a6e7f854f30a49315de17db37eda13b,/app/Repos/pandas/asv_bench/benchmarks/index_object.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
379bb2f65c80574bb7d9e26cf5d9b2f5,/app/Repos/pandas/asv_bench/benchmarks/inference.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
0663434fc7020efbd0473734df93ef88,/app/Repos/pandas/asv_bench/benchmarks/inference.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
da8d19d8510b449c707345a4d69a6d4e,/app/Repos/pandas/asv_bench/benchmarks/inference.py,setup,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
2b71eea4ba9e7f3bd29624c77f3d4c7c,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
c454b4364e33e7feb81927889ece5f8a,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,setup,591,2,74.0,False,0,1,0,0,1,74.0,74.0,74.0,0.0,74.0,0.0,0.0,0.022222222222222223
08ef6e5f668d6bf93a03b7c4f2384183,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,make_numeric_array,308,3,83.0,True,2,0,0,0,2,88.0,83.0,85.5,2.5,85.5,5.0,1.0,0.044444444444444446
39d0dab6308350053d507e398d5614e7,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,make_object_array,308,3,83.0,True,1,1,0,0,2,83.0,78.0,80.5,2.5,80.5,5.0,0.5,0.044444444444444446
39bddbc5819716c6e8e9ef99085af8a2,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
0f04b8d39e82603b69b725543e7ee7cb,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,setup,591,2,74.0,False,0,1,0,0,1,74.0,74.0,74.0,0.0,74.0,0.0,0.0,0.022222222222222223
a68d1bb2508cca42bb3c83bb5936607e,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,make_sparse_array,308,3,83.0,True,1,1,0,0,2,88.0,78.0,83.0,5.0,83.0,10.0,0.5,0.044444444444444446
d0e0ed7ddb4b99b69ff800ab234eb8da,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
02a4e1063090fe185fe414610b24d5c9,/app/Repos/pandas/asv_bench/benchmarks/sparse.py,make_sparse_array,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
acb206c939b0d00e3fd4802ca4813169,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
e4e995280d6714d0a9594af9190cfc88,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
6fa1c29cdc23545c090ddecef7ab375b,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,128,5,82.83333333333333,False,1,1,0,0,2,81.0,76.0,78.5,2.5,78.5,5.0,0.5,0.044444444444444446
647be05be3652135d6e6ffcc43f696eb,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,128,5,82.83333333333333,False,2,2,0,0,4,85.0,76.0,80.25,3.2691742076555053,80.0,9.0,0.5,0.08888888888888889
d9d83dc327777f5c1f1ce72cfb364085,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
cad0d35031c49a47df6f4096bbf96ce1,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,time_read_nrows,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
0c85ff34733f56ba45b88dbc7980cefd,/app/Repos/pandas/asv_bench/benchmarks/io_bench.py,setup,595,2,78.0,True,0,1,0,0,1,78.0,78.0,78.0,0.0,78.0,0.0,0.0,0.022222222222222223
47fa95d9da8eee47b9b47d926f289a57,/app/Repos/pandas/scripts/merge-pr.py,run_cmd,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
b2d5272507dea583ace040bd7b37a2c0,/app/Repos/pandas/scripts/merge-pr.py,clean_up,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
f8d1539f1c40470f5a94cfac627f0920,/app/Repos/pandas/scripts/merge-pr.py,merge_pr,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
c7ad19765ca2d872831c2f7ba427e4fc,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
78d7a311e672b6a79317a51ab1a5f8fb,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,__init__,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
4019b79453e95952b2b0a5f544fddea4,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
e2f50af476871671e78acc3e8397bfe3,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_dispatch,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
29e4f7b0c02ce886c799b50adad44fbc,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,572,2,89.0,False,1,0,0,0,1,89.0,89.0,89.0,0.0,89.0,0.0,1.0,0.022222222222222223
f09c8faee0a49cb49521ff44ff494000,/app/Repos/pandas/asv_bench/benchmarks/period.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
088a22b67477e69c97cdc09ff46d1b7c,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_And,130,5,75.6,True,1,3,0,0,4,86.0,72.0,76.5,5.722761571129799,74.0,14.0,0.25,0.08888888888888889
c2f153eb763c4d08da9cf17ec20d4767,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,572,2,89.0,False,1,0,0,0,1,89.0,89.0,89.0,0.0,89.0,0.0,1.0,0.022222222222222223
71a7d25f216257098b5f3701ca114252,/app/Repos/pandas/asv_bench/benchmarks/period.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
8fa4939a0e27b080e0fac49fed37f0f2,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Assign,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
9f35656a9b4a2702bbcd6466683b0327,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,65,7,83.28571428571429,False,5,0,0,0,5,87.0,87.0,87.0,0.0,87.0,0.0,1.0,0.1111111111111111
e49b2e5a22a6877e6fbbda3587602f60,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_AssTuple,576,2,73.0,True,0,1,0,0,1,73.0,73.0,73.0,0.0,73.0,0.0,0.0,0.022222222222222223
91b1597c2d3b4ddb8c8effe9d6dd8c16,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,316,3,79.0,False,1,0,0,0,1,81.0,81.0,81.0,0.0,81.0,0.0,1.0,0.022222222222222223
27ddfd13461cf9eeaca3f64de5ee624d,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_AugAssign,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
c025ef7deda04895d8b0b974d49a3645,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
da7b0101abc10a108bad2ed142b660d4,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Bitand,130,5,75.6,True,0,4,0,0,4,76.0,72.0,73.0,1.7320508075688772,72.0,4.0,0.0,0.08888888888888889
87ed9877989e03bbae7fce7bed6a30da,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
84738d39cda4d33c137ee1fa6a57e6ac,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Bitor,130,5,75.6,True,0,4,0,0,4,76.0,72.0,73.0,1.7320508075688772,72.0,4.0,0.0,0.08888888888888889
26124a4222bc450a4960d698639e995a,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,693,2,78.0,False,0,1,0,0,1,78.0,78.0,78.0,0.0,78.0,0.0,0.0,0.022222222222222223
223889488845100a26be64a0f7446afc,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_CallFunc,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
9686a9955dfebfc5bba96aeb9cc16d2d,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
9c43f50434411d30bf91c5b4955bb03a,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Dict,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
9896ce8a0f9c9911f2e45149259f2a3c,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
745fe1ccb469655865ba03c9da29be0e,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_From,575,2,73.0,True,0,1,0,0,1,73.0,73.0,73.0,0.0,73.0,0.0,0.0,0.022222222222222223
c06936c057d4f4b6feb2ccdf0b3690ad,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
46f1f548b88f80d9ff89cd516206b876,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Function,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
b67c4fd9dabcccdca253b504358c4459,/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,setup,-1,0,0.0,False,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
a97b57a24fdbfab1f0439c17700058d6,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Getattr,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
d8b9752a359c3519adb4c5e7d00e9e9c,/app/Repos/pandas/asv_bench/benchmarks/rolling.py,setup,577,2,89.0,False,1,0,0,0,1,89.0,89.0,89.0,0.0,89.0,0.0,1.0,0.022222222222222223
ff2dbe6396621b6b470ae7258b98fe2b,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_If,574,2,74.0,True,0,1,0,0,1,74.0,74.0,74.0,0.0,74.0,0.0,0.0,0.022222222222222223
86f094e0cda5afbf13b06738445345e2,/app/Repos/pandas/asv_bench/benchmarks/rolling.py,setup,577,2,89.0,True,1,0,0,0,1,89.0,89.0,89.0,0.0,89.0,0.0,1.0,0.022222222222222223
27ddb1cfaf17a93cb6a0db925082c8af,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_IfExp,574,2,74.0,True,0,1,0,0,1,74.0,74.0,74.0,0.0,74.0,0.0,0.0,0.022222222222222223
2b622abeb3f17bf68842d87f1c177149,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Import,575,2,73.0,True,0,1,0,0,1,73.0,73.0,73.0,0.0,73.0,0.0,0.0,0.022222222222222223
47c2049b12019a8cc90d788be678f3f3,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_List,130,5,75.6,True,2,2,0,0,4,86.0,72.0,79.0,7.0,79.0,14.0,0.5,0.08888888888888889
5733b5bcf5154027c8c01be74f6deecb,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Or,130,5,75.6,True,1,3,0,0,4,86.0,72.0,76.5,5.722761571129799,74.0,14.0,0.25,0.08888888888888889
59b820300128fcdda245b346fccc9adc,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Printnl,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
8f8b5eb1c1a0a48ce306335002a73b8f,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Return,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
e066e6205b62907736bf47f621a29180,/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,_Slice,-1,0,0.0,True,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0
